Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Control,Low Value,215.21164704373317,253.82844775126898,51.20357492832994,55.10341244117343,Yes
Control,High Value,230.25117029401082,279.58095909006016,100.0,100.0,No
Control,High Value,209.02401912343225,250.30052847411667,89.68533430562547,85.02287324960713,No
Control,High Value,228.8584626554095,259.7633437562653,61.53811728530958,73.86335572994089,No
Treatment,Medium Value,233.65133600989213,353.7682417040748,81.27058925800233,99.33824507014916,Yes
Treatment,Medium Value,178.7576030932755,267.8237520424258,69.5726106894615,80.04729310247713,No
Treatment,High Value,300.22967185053756,457.4572315780787,100.0,100.0,Yes
Control,High Value,203.2259940852505,242.1151221800689,95.12653041427866,97.16314619844745,Yes
Control,Low Value,87.7153216753713,107.96909500283495,55.456202517975306,56.482916884156296,Yes
Treatment,Low Value,219.38012621758838,335.83057714689136,57.7037352531175,58.34590678940771,Yes
Control,Low Value,77.91890843182084,86.96403182467658,56.78926552104581,62.14159382519637,Yes
Control,Medium Value,165.81953100138,200.70655778839637,53.21845797365637,54.08890645718423,No
Control,High Value,380.2568078311675,454.6784192574041,100.0,96.48086001346215,No
Control,Medium Value,262.8046990308038,308.76383340227926,69.48433923333559,80.16240960595191,Yes
Treatment,High Value,292.41250772653,447.89021582841235,90.11123657321184,100.0,No
Treatment,Low Value,139.35066619017385,211.32329996107882,57.5695566421168,70.75066992834383,No
Treatment,Low Value,188.5322074995637,298.10836575124335,61.43469383566452,56.880356456896266,No
Control,Low Value,255.1308759127706,305.538187922955,62.04567324450741,72.11370796374375,No
Treatment,Low Value,222.18122889378907,355.8029857499616,60.5133729597199,75.93141125289306,No
Treatment,High Value,286.8767217256371,447.485695020337,66.4658244177559,60.07653168332247,Yes
Control,Low Value,276.32580259268633,323.64465324168367,53.08991949928834,49.58028782265506,Yes
Control,High Value,277.34457791812844,317.83156063073505,79.15142927589456,69.02082911652965,Yes
Treatment,High Value,173.16220688015383,259.8278410453574,91.13810077698841,86.78867670896884,Yes
Treatment,Medium Value,253.0036560650334,377.27214933075396,68.14620266282391,88.66350890155347,No
Treatment,Low Value,179.8304418834499,270.9916164916766,70.05282256706727,67.41883087204245,No
Treatment,Low Value,140.17963843612156,214.86537177759428,43.32889626092905,54.09302680958774,Yes
Control,Medium Value,267.5668030454991,309.72530445518646,72.75993733521837,62.54467768862362,Yes
Treatment,High Value,294.9524184344982,462.19874182481703,90.87732425058816,79.58129195585606,No
Treatment,Low Value,192.39980137473546,292.55964468200534,50.28722109253539,47.468723413582524,Yes
Control,High Value,253.42255260571824,305.79808161617177,87.40263062667987,100.0,No
Treatment,Medium Value,112.82127899181096,164.07853952318405,94.49868986659017,97.55607192473363,Yes
Control,High Value,302.247370438221,363.8762120716464,93.32838782043379,100.0,No
Control,Low Value,228.66962603533386,268.58456282466955,65.84185124879141,62.75903422691749,No
Control,High Value,248.5745044423311,292.9908260382195,83.75773316642857,87.60235493055676,Yes
Treatment,High Value,169.8043032645388,254.51063025033613,99.79182441615453,90.015070061474,Yes
Treatment,Low Value,116.25961003671893,176.35159041824528,48.20240586377419,58.4016765979797,No
Control,Low Value,281.4495210890695,337.8962599733602,47.99563820523412,55.91788220628734,Yes
Treatment,High Value,187.21292734733106,275.1562668549997,66.95732169289646,70.56434052123369,Yes
Treatment,High Value,239.54490848144388,388.38717087946566,78.43874876063893,77.60670386733216,No
Control,Medium Value,94.21035865748468,123.40107951650188,37.83114529298816,99.83992775444733,Yes
Control,Low Value,94.1547998803041,107.2060668040525,66.05231972702074,76.0,Yes
Treatment,High Value,253.6108199692887,399.58631250480806,89.8903466135498,88.99530183646117,No
Control,Low Value,219.2014333207596,253.42451451267016,56.59666232934165,63.880102615758,Yes
Treatment,Medium Value,139.23352602734803,199.77723162395898,83.25878373050004,78.33718832057765,No
Treatment,High Value,293.9705991284271,470.7736329413758,85.21632647046708,90.26244569038892,No
Treatment,High Value,206.8708333137408,324.9051196457562,76.74510050019933,82.87165971612879,No
Treatment,High Value,181.35448837753066,279.51410667326985,80.1913831139755,100.0,No
Control,Low Value,146.85999710953573,177.39473192488774,62.43086327839967,61.62140383946289,No
Control,Medium Value,258.98454984116773,303.3642463105736,74.44468218050227,58.01753639065715,Yes
Control,Low Value,105.75291072330221,124.49489840329804,55.76527804995746,53.256705249470876,No
Control,High Value,177.79151525711384,211.3289628976622,82.03362085204225,100.0,Yes
Treatment,Medium Value,246.88287880446052,369.3164199658496,87.36364740401632,72.23167837089017,No
Treatment,High Value,260.0860416964449,411.13380164877526,100.0,97.59822213634567,No
Control,High Value,182.54416239337888,212.38927905555937,90.64828024110429,100.0,No
Treatment,Low Value,249.21491930644999,376.48163226972724,61.232298239093666,71.39712133655826,Yes
Treatment,High Value,172.49558483130735,279.1909524204478,82.01745492836261,81.62189081642804,No
Treatment,Medium Value,208.7663617583642,331.2433277357384,82.31425720041237,93.82428337720853,Yes
Control,High Value,221.7801639576442,261.0976992948578,96.6474847049176,97.80873879157134,Yes
Control,High Value,227.36627498064692,260.76215791015227,75.15771574986564,64.26110628895425,No
Control,Low Value,189.02932181936978,226.8084588490254,57.49236776502278,74.70625152568464,Yes
Treatment,Medium Value,197.80558656706268,304.8930980576901,77.55376149173773,71.93863960148589,Yes
Control,Low Value,188.91126447641656,235.86800731651047,54.66034285687388,49.68868458693211,Yes
Control,High Value,222.7088470642387,272.72142322043226,97.53740787153218,82.08666073226841,No
Control,Low Value,241.986512074005,284.93092482242616,54.78992160184636,67.7855767492886,No
Control,Low Value,185.519200721435,227.76115176894345,53.78363768119871,58.63749197786707,Yes
Control,Low Value,234.92784853488524,286.4666973796042,55.16890969796694,66.75198121706973,No
Control,Low Value,215.46654391165936,245.98251351306016,52.032704763100234,69.41441750490806,No
Treatment,High Value,261.58866809188646,408.5783041025333,81.27582297109795,85.25833143495295,Yes
Treatment,High Value,279.8927925472715,442.6562467092004,100.0,100.0,No
Control,Medium Value,162.10176147204768,188.78096371842318,66.66619660787981,71.69847831315356,No
Control,Low Value,227.00975772538126,262.6856921639347,52.543765531391664,58.74165219258728,No
Treatment,Low Value,183.80524420712797,304.57768299284726,51.49852264176265,65.94108252703329,No
Treatment,Medium Value,177.31024902651188,285.11785807553224,63.383422633641224,72.99980123546379,No
Control,Low Value,230.71096160588627,275.5220774374305,65.29436552721035,76.0,No
Control,Medium Value,197.60874487005134,220.9462291459567,55.95532697025293,57.59029890493231,Yes
Control,High Value,262.4378964961582,308.80788257324275,94.7939623763341,100.0,No
Control,Medium Value,82.85530136311462,108.48398203881115,69.81016336956358,88.04518842109304,Yes
Treatment,Low Value,231.16424635046843,366.7363256732088,58.84241979142363,65.65919617393308,Yes
Control,Medium Value,342.78800144146544,406.7022622800919,70.39114127318365,72.83376417562434,No
Control,High Value,234.50111553350348,274.72493635753494,96.52906189066819,100.0,No
Control,Low Value,177.91147782949616,218.8953535338669,56.3958989887678,57.38636786956904,No
Control,High Value,214.9929168045072,253.1050844282197,95.45262317412705,100.0,No
Treatment,High Value,272.76888284252703,420.22133780062177,100.0,100.0,Yes
Treatment,Medium Value,203.3765317160108,316.8989424209636,52.4887174360915,57.810588673283426,Yes
Treatment,High Value,415.1015489389725,648.5524882485114,47.63831743352825,100.0,Yes
Control,Low Value,272.1376044978227,317.8550865773177,47.0328682511317,54.402426559633696,No
Control,High Value,287.8165606370591,346.34466325544247,83.65636081624326,98.69032127791999,Yes
Treatment,High Value,222.29839820241824,333.8601519875292,79.01128432524827,69.63330814977395,No
Control,Medium Value,158.54641166218624,195.31412012292435,66.79949467321588,76.6996675828691,No
Control,High Value,219.21789690469407,257.57915720093615,100.0,100.0,No
Treatment,Medium Value,212.4192363682849,329.92431381613915,66.4341417839813,67.87426744582459,No
Treatment,Medium Value,148.8209095180943,205.46868521640306,75.14196771271516,100.0,Yes
Treatment,Low Value,243.17444318656143,381.98215113892763,60.962123787692796,57.78326872605261,No
Treatment,Low Value,213.38002741519745,336.5037087087129,46.92567888344449,49.398960165036726,Yes
Control,Low Value,145.77672204599602,169.4646619715883,48.37206864207466,59.63226628542044,No
Control,Low Value,118.47875151114422,131.99465809627367,54.61070973308975,59.84477132892425,No
Treatment,Medium Value,254.9159618823152,382.7157749215367,54.293964648334295,38.63686454990772,No
Control,High Value,150.12134934061223,176.98671319753552,100.0,100.0,No
Treatment,Low Value,198.52333037126803,298.31048694449527,54.51729983593572,60.559039567176164,Yes
Treatment,Low Value,176.11656170384717,270.9007464820792,58.06144162895568,59.56746175244518,Yes
Control,Low Value,227.5430989751911,271.1083999525344,51.70865520161953,55.521714991652004,Yes
Treatment,High Value,286.1776102661795,444.33999065836593,98.31876084879583,78.6743121818621,Yes
Control,Low Value,159.41223503793256,196.66091505001944,52.901553391854875,52.345513032465796,No
Control,High Value,289.22231301216135,352.75091459159376,98.2416407510685,100.0,Yes
Control,Medium Value,198.97736943970452,236.87174344666832,83.36961209322405,89.0169075607858,No
Control,Medium Value,203.84622026439388,243.76688891966612,47.499395883244816,64.54732472725405,Yes
Treatment,Medium Value,223.48347758853942,348.1078889731777,79.44215980798833,100.0,Yes
Control,High Value,358.66632005698045,437.1887591198673,84.09607211060008,81.66130538800523,Yes
Treatment,Low Value,185.18317271655792,286.63232834825715,45.8301515707313,42.28686252061835,Yes
Treatment,Low Value,122.28437346783821,194.1181640705167,43.57052660229297,54.90482344747841,Yes
Treatment,Low Value,160.48325970966897,262.9281639895703,55.51623353073813,57.6430757144505,Yes
Treatment,Low Value,232.35387928541215,362.2585321349314,55.47901716920633,62.08280472026619,No
Control,Low Value,184.3636946600899,216.10705531642512,49.777945833280214,74.48665974545182,Yes
Control,High Value,242.13183365018926,284.5810139215561,73.79336966058129,93.07704201617139,No
Treatment,Medium Value,187.55793822592847,283.1382434499955,72.32678266033477,80.96924157325354,Yes
Treatment,Low Value,73.03482720356506,116.19228860342542,54.380221026464156,62.21684516604029,No
Control,Medium Value,178.3347383763366,213.48661121783704,76.68376505622618,85.89386008146356,No
Treatment,High Value,231.2414509332452,353.67828175502837,100.0,87.41667790335445,Yes
Control,High Value,140.96682880900087,176.56172933410565,100.0,100.0,No
Treatment,Low Value,133.30214915308932,201.93254452051596,57.04127435352834,62.46913390125957,Yes
Control,High Value,221.01554379771295,262.8643230161378,71.08520047843656,66.53990977607111,Yes
Treatment,Medium Value,194.18581735775703,293.1567152249714,71.41800542793122,72.84539759083444,No
Treatment,Low Value,205.96626457574234,317.336741638251,61.470889101378475,56.4146007209195,No
Control,Low Value,174.98793917064594,203.10338866921174,60.08933436139669,50.44503620375932,Yes
Treatment,Medium Value,239.26472157391248,368.89248903937266,95.32308200624708,91.29926710759847,No
Treatment,Low Value,159.92623211685535,238.77637501730712,60.64712860395888,60.39035799793769,Yes
Control,Low Value,210.63137365887337,247.4890101712643,43.315652069849264,62.92424735886453,No
Treatment,Medium Value,286.6959203462545,438.04007674829836,54.18001205040401,73.65861898066038,No
Control,Low Value,199.56909388099228,233.38734748163165,54.039852864542745,53.350190577146,Yes
Control,Low Value,178.62719950625174,206.90778029915637,55.790808295556715,63.31251139920668,No
Treatment,Medium Value,174.7900028552295,266.3966047948146,67.24012473495479,72.7406552092519,Yes
Treatment,High Value,241.26769985578457,350.33237846095875,100.0,100.0,Yes
Treatment,Medium Value,202.12034690789935,317.05844688189984,45.646599047645005,44.56088729176929,Yes
Treatment,Low Value,220.17171037618215,342.2191747661213,49.882985403585174,51.29731249248046,Yes
Treatment,Medium Value,127.12966839334399,197.05354774532665,48.81000010792942,48.42613936497432,Yes
Treatment,Low Value,190.68634892623766,292.9170297689969,47.920177347928444,49.719192993237556,No
Treatment,Low Value,219.49208125671018,348.0927308330042,52.243007853037824,70.26499273371064,Yes
Control,Medium Value,220.36961894283962,257.2017318573896,82.64699450247608,84.94466922272598,Yes
Treatment,Low Value,173.2063052560447,254.65982663702147,44.58668374891035,39.0588191203842,No
Control,High Value,215.9212794527635,257.74478566421163,87.99973585615184,95.86446768035962,No
Treatment,Low Value,145.8093834280686,237.7581400385184,50.91724641746432,61.648920152027486,No
Treatment,Medium Value,229.78979249991346,366.2309994809085,70.70216629651401,95.05412021103098,Yes
Control,High Value,255.32277738567115,309.36936381557354,85.30494943902434,70.86161617316688,No
Treatment,High Value,161.34586836908687,267.44105881932995,89.33680325517687,94.41004358273702,No
Treatment,Low Value,203.84622026439388,316.89695559556594,48.045686557256026,54.52824857935941,Yes
Control,Medium Value,183.03080400579682,213.91399524787727,74.568688014207,91.94060147036538,Yes
Treatment,Low Value,173.70873113655637,265.7196665520769,61.94580509724244,64.92802809107546,No
Treatment,Low Value,276.4097121376015,409.849079134075,53.364255943858545,57.05993473136829,No
Treatment,Medium Value,291.0564552925577,461.88678906231223,90.3166301490024,89.71155364557681,No
Control,Medium Value,147.65330021062698,174.2317000336615,73.16360028796518,63.11291111795915,No
Treatment,Low Value,141.06934197855387,212.0954534528099,60.06002561791804,71.74399677436057,Yes
Treatment,High Value,169.16315899857668,257.8834795461276,80.16653184890892,75.66019276402373,No
Treatment,Low Value,261.17814198445126,397.12713199644406,52.20314852565779,44.838954067741426,No
Treatment,High Value,195.46012250930298,301.05081337733986,85.2447976431108,88.29445955572452,Yes
Control,Low Value,124.69183648021688,144.0761101019029,44.736384904923426,34.90778618057817,Yes
Control,Medium Value,276.6861182568602,326.14089291454064,64.54836592918528,59.54384352587683,No
Treatment,High Value,261.7407705160691,396.21627268582245,92.55391165053953,95.66322923080303,No
Treatment,Medium Value,323.41206886976147,500.8572481342556,84.01270450160736,90.43446492165866,No
Control,Medium Value,240.04096544403572,281.8917023215188,78.49985224953771,80.10940239088457,Yes
Control,Medium Value,214.86928934921298,263.1000653741282,75.4173431211895,78.26441414294843,Yes
Treatment,Medium Value,228.3997284967889,356.6001415609326,59.932257733419334,85.32109414043475,No
Control,Medium Value,189.1639158314833,215.88899285099362,78.10330822778762,57.063748494448355,Yes
Treatment,Low Value,253.39552883877676,396.09822856769574,50.118049355772,64.31014229071711,No
Control,High Value,308.6325315241346,369.2836677537055,76.45578540467761,63.73369299901309,No
Control,Low Value,121.38531912277412,143.2854990885167,46.21722898423982,53.99650269908306,No
Control,Low Value,243.73631851529223,288.85173610265167,54.59740909744463,65.74129474820613,Yes
Control,Low Value,151.6213821772776,185.68114936209435,49.67853571342612,51.637615685640064,No
Treatment,Medium Value,329.55084748567776,501.28770379557955,74.08887255135883,82.49626217853114,Yes
Control,Low Value,265.7758776436703,315.7969486039063,50.96250042523497,60.894225821106374,Yes
Control,High Value,178.69456183428423,199.7487358902064,94.81598773004008,100.0,Yes
Treatment,Low Value,199.37795959151092,311.2796679786487,51.86275886326452,47.455734439879535,No
Control,Medium Value,269.0177418667871,319.36796276230314,72.03479780770209,83.55806670572706,Yes
Control,High Value,210.92224798115674,243.12698609834237,77.85992791400407,84.74894780725278,No
Treatment,High Value,155.49110711283083,239.8216851343652,100.0,100.0,Yes
Control,High Value,237.34786614289945,290.6712133952906,68.39033126282615,81.83506519423132,No
Treatment,High Value,233.5704620447196,360.9896135245789,100.0,100.0,Yes
Treatment,Low Value,153.7770359411663,225.02227437047614,56.85274853708188,61.96268133882121,Yes
Treatment,Medium Value,279.76387548691065,432.3272897973378,57.0211235336913,62.39002244063002,Yes
Treatment,High Value,167.694162369465,259.84041379823293,91.83401402369351,92.51515824286726,Yes
Control,High Value,232.91504870319253,271.4811600039308,94.36141304637866,100.0,No
Treatment,Medium Value,217.66298996848175,353.31577014095114,87.66907933785566,84.59986760524713,Yes
Control,Low Value,212.2449929474897,243.96020147656773,43.997287908244616,63.754638466328096,No
Control,High Value,305.26027418793115,345.8127318395137,73.79267262175411,85.25233514661882,Yes
Control,Low Value,181.79607485188959,210.25532147647849,58.30444488917939,61.74971881190629,No
Control,Low Value,76.26571929184834,78.03526914639826,55.7694984926803,55.460274316081,No
Control,Low Value,169.33708874336827,205.69838778190234,64.69420682655952,67.71324602034144,Yes
Control,Low Value,228.5517782720997,277.40611481319604,46.47134441763457,54.67330763433305,Yes
Control,High Value,231.80429557588758,263.9733241080788,74.85707073618174,99.4134268746331,Yes
Control,High Value,228.72385509859654,263.8039678744333,100.0,100.0,No
Control,Low Value,222.27717388003285,257.31156531238344,54.802770662378094,47.11013026769619,No
Control,Low Value,221.66262290466906,263.1598933866199,48.58712673371983,48.64677485531432,Yes
Treatment,Medium Value,128.5326688853056,200.35156521312365,76.79808920296146,77.45187641566284,Yes
Treatment,Medium Value,209.01684913402852,334.0881968830333,52.483455967533395,52.46722204332847,No
Treatment,Medium Value,205.13781839650326,319.4987863090693,72.92171107910355,86.78506864962964,No
Control,High Value,239.68026925301479,282.04246950619233,80.19178194763835,90.87427927698427,Yes
Treatment,Medium Value,117.62493310805417,176.5492843095486,66.18858239688608,70.84856528434568,Yes
Treatment,High Value,307.22193827369307,475.8391103388436,100.0,100.0,Yes
Treatment,High Value,236.1121839967545,365.4403123098481,96.02219516006481,100.0,No
Control,High Value,264.34772121489186,313.1004716523391,75.79162530353588,87.75506487979862,No
Control,High Value,331.1718187728462,394.7764005338505,92.93528741787897,100.0,No
Control,Medium Value,228.66135717575173,271.2612333407799,72.80754732430972,78.26494526937041,Yes
Control,Low Value,131.9688702714609,147.66019776546506,53.12300997541297,47.669064989294476,No
Treatment,Low Value,195.71368850116247,302.8877012580227,47.6290581416818,57.7193416409432,Yes
Treatment,Low Value,217.98043673826697,330.285831828657,55.07868092778829,58.00538606812862,Yes
Treatment,Medium Value,221.14370631055206,342.7633197491366,79.09695488951279,82.41846672986016,Yes
Treatment,Low Value,267.9318373459199,418.00882044987213,59.38207721713792,64.07908640823355,Yes
Control,Medium Value,173.36666911596558,212.29335702233803,63.9523199853857,58.88565989162658,No
Control,Medium Value,278.56131954946477,331.1007994640318,69.37550880330096,88.73386186882965,No
Control,Medium Value,203.84622026439388,243.76688891966612,49.40544982589179,61.089224291098034,Yes
Treatment,Low Value,193.8155536242259,304.94752314787115,66.11943097156144,64.13909741648506,No
Control,Low Value,205.13723754428494,243.8505991083401,49.153036568542014,45.61925878009948,No
Control,Low Value,145.20880098630502,182.43238373256452,50.005580890417406,47.16073986764906,Yes
Treatment,High Value,214.7993270708068,318.41783634655377,75.29252422904175,66.33706990473371,No
Treatment,Medium Value,243.28548182983465,371.0599871750119,80.17010345263877,73.9214486470527,No
Control,High Value,224.10471344415944,260.86603917901795,100.0,100.0,No
Control,Medium Value,221.14670836764628,273.7442813200444,64.40794361879813,71.25286643381457,Yes
Control,Low Value,244.57812593517767,293.355090187054,47.338711127938495,40.88804544807176,Yes
Control,Medium Value,116.46269878523483,125.33229684246947,70.97569430775407,97.64937685748608,No
Control,Medium Value,234.361659729425,267.28967698139184,69.07125446288771,66.56037296438879,Yes
Control,High Value,336.60282314325104,406.48986117448254,98.46291985526733,79.2415554965418,No
Treatment,Medium Value,198.18166599992122,296.9096121346927,69.49745701735509,83.90655802653683,Yes
Treatment,Low Value,137.54358404059377,211.1753818175501,53.877537204936374,56.169292813906864,No
Treatment,Medium Value,198.89247985201393,304.8158528138923,77.59282663200699,79.55975266509428,Yes
Control,Medium Value,141.183402389169,178.6316863679572,57.473117214919974,62.9141237260008,No
Treatment,Medium Value,219.74501947044436,337.10960527046984,65.88759369508014,73.99237924677105,Yes
Control,High Value,236.77899500046894,278.0708916698626,94.99574282431723,100.0,Yes
Control,Medium Value,234.95234428436711,282.48541725611443,66.72984486909306,71.02395983860539,Yes
Treatment,Medium Value,204.2223973981918,323.6658505942655,74.74017398459374,74.87554720421065,No
Control,High Value,247.01109901214645,294.03472284546956,92.45521100962499,100.0,No
Control,High Value,264.5342128541653,298.74220670427263,100.0,100.0,Yes
Treatment,High Value,168.98357057275533,266.55066395994675,86.00122489906839,89.65606901650378,No
Treatment,High Value,260.8979972066707,390.9368918377295,61.35374757860428,72.1584866866377,No
Treatment,Low Value,268.83077821008044,404.9547464158357,42.46780220974565,55.798505093443424,Yes
Control,Low Value,146.25666571233722,170.17822084287022,57.71999773158681,64.30532539020777,No
Treatment,Medium Value,223.03389923908804,345.1620318954345,74.34980430447632,62.496711549156146,Yes
Treatment,Low Value,252.65603088069633,401.2273377914022,52.188780635085244,58.81342724767728,No
Control,Medium Value,160.30877051342077,176.97633828776657,68.41937545838407,76.03727280622589,No
Treatment,Low Value,227.8785030790285,353.2190013777557,49.367638167267465,54.47061117783156,Yes
Treatment,High Value,231.6348095392311,370.1854970850007,79.87875731700662,88.786194573465,No
Treatment,High Value,284.16374616991067,438.27634095069027,83.30489963394878,89.82525491664775,Yes
Control,Low Value,158.9790460324134,192.43695043609753,50.766943910875526,57.83682797686278,No
Control,Low Value,189.840084744031,229.0083316227284,56.06868829825837,51.53037643883921,No
Control,Medium Value,147.02665902422888,170.0599636093193,70.46943049873423,96.99268153683637,No
Control,Medium Value,203.84622026439388,243.76688891966612,65.59163379058326,73.85006067209498,No
Treatment,Medium Value,232.98308134389984,360.6547929704422,77.72671870170812,70.32728329986877,Yes
Control,High Value,262.51966418624164,309.7217641094519,100.0,89.43904009289933,Yes
Control,High Value,267.51723802772807,328.64100573995,100.0,100.0,No
Treatment,High Value,228.62711461544748,351.02996886512835,85.09622695082656,89.718863880115,No
Treatment,High Value,154.22381649543053,249.74771188433132,83.84117103114467,94.54066726814722,Yes
Treatment,Medium Value,264.0281978065648,405.4468986947664,69.84336994043392,96.31425647539415,No
Control,High Value,223.08484624161588,263.69625834469196,84.45917555100142,91.41722422227816,Yes
Control,High Value,257.26448263462925,304.0068498790615,89.81593400131568,100.0,Yes
Control,High Value,221.71947502986794,270.01182738568133,94.24883745528135,86.48346190220518,No
Treatment,High Value,340.7004566793037,519.8318929591395,93.5883460141303,100.0,Yes
Treatment,Low Value,173.73387486273276,271.0075924873963,53.489746431878615,49.384371945529196,No
Control,Medium Value,177.65654481837333,212.7703835345941,75.04701608045738,72.53219842712033,Yes
Treatment,Medium Value,140.17229254906607,218.17584187747056,88.48387782935568,96.17018755192042,No
Treatment,High Value,240.29354875129513,388.77857375311163,79.33808801446486,100.0,No
Treatment,Low Value,275.13548565155634,424.3679620147072,56.21413116157983,68.36566896521552,Yes
Control,Medium Value,224.35280871326623,283.1543809941533,69.9488150809983,99.94733725171263,Yes
Treatment,Medium Value,227.20110863370056,359.6997787797687,62.281753267759214,70.4758251222009,Yes
Treatment,High Value,292.20482350651383,439.10046381042383,81.24190186219853,93.19170602240357,Yes
Control,High Value,249.7562665780297,288.9099860067816,86.20852565988407,100.0,No
Control,Medium Value,272.4269150764898,330.39353559914787,88.8026694968798,91.57094165451396,No
Treatment,Medium Value,278.4373726501131,424.7586832431679,81.97799010641928,93.02959381821456,Yes
Treatment,Low Value,161.12925387638884,249.83320069733585,47.633928378318615,47.88370669065852,Yes
Control,Medium Value,138.44052345637922,159.0616375686314,77.0494897851018,71.65943558326693,No
Control,Medium Value,263.2224228684435,310.21656507279823,60.47190792363866,61.8057221589347,No
Treatment,High Value,260.01177303249534,399.36478877513935,81.71460414060027,73.30930857191949,Yes
Treatment,Medium Value,155.01135165280894,246.0320530331391,83.23565352759361,72.81779771705041,No
Treatment,High Value,190.88466332892023,291.79271180128353,100.0,100.0,Yes
Treatment,Medium Value,182.34702977005213,292.202848294623,53.032890826125005,35.49489764335616,No
Control,Medium Value,224.08927945780385,260.12527895175106,74.3316039456716,74.36185561430354,No
Treatment,Medium Value,266.5802016823765,418.5682569409429,74.7055950129026,60.21318753615908,No
Treatment,Low Value,238.8272186620661,370.8376510857516,52.24164602866352,68.6352068015163,No
Control,High Value,278.1541376733273,322.37997852443476,92.41396417917552,93.28693788439627,No
Treatment,Low Value,180.8690669334996,274.6596610803228,50.34422926004374,34.34061607850785,No
Control,Medium Value,325.3571824072544,386.92129674367044,78.38160774308577,82.73076384814209,No
Treatment,Low Value,184.06876012308788,292.79149932417636,51.68613637065582,54.56595366782954,Yes
Treatment,High Value,212.64328788469277,326.6441933652468,96.61779307612613,97.33369640114985,No
Control,Medium Value,141.3405055523294,179.52061708190968,82.54083446168534,98.53211221635323,No
Control,Low Value,177.62857543189088,208.89842189478276,59.99249397955863,68.56539749962317,Yes
Treatment,Low Value,225.59324387457897,349.38965452394615,53.06238386597088,52.664400941571074,Yes
Treatment,High Value,149.99631460696966,241.6381266944042,63.329075561291475,74.87769346838368,Yes
Treatment,Low Value,148.105915361006,218.7681848877635,57.440215204758275,73.89871870374951,No
Control,High Value,214.54186810757082,262.52158363367283,71.35346579605535,61.93749877149192,Yes
Treatment,Medium Value,177.43552427585408,268.02406967847634,78.78462307394835,73.37777150036602,No
Control,Medium Value,172.9860978301501,203.39394178169593,74.62044577483175,81.16551440739914,Yes
Control,Low Value,245.72398687170764,293.7729665715637,52.28908413716967,46.31541424264204,Yes
Treatment,Medium Value,141.4667204897299,210.66933819883917,72.83059278232265,80.52026243565005,No
Control,Medium Value,216.88439476615574,273.84312149624543,85.62173068092217,99.99593097359376,Yes
Treatment,Low Value,217.84093533882395,338.21816607903446,62.90682139830213,66.04477468004372,No
Treatment,Medium Value,203.84622026439388,316.89695559556594,69.36628422573632,57.237091628702785,No
Treatment,Low Value,184.61193730352022,280.5547438821817,39.04710003820084,49.629987995729,No
Treatment,High Value,227.79932797191472,339.67693444090804,100.0,100.0,No
Treatment,High Value,267.64696448688994,423.58622064066736,69.4277822549542,43.50872826307567,No
Control,High Value,317.60273442252765,376.2884835436297,93.74259570211018,100.0,Yes
Control,Low Value,138.85633071371882,165.9974828309382,52.645709644348564,60.80062519871305,Yes
Treatment,Low Value,155.1575153452927,231.8460547358253,58.319750612249884,63.55494210471812,Yes
Treatment,Medium Value,164.1249727137072,258.98539876139216,84.87818726484531,93.97019673822501,Yes
Control,Medium Value,213.25457909147,251.2526139396044,72.25246990749723,80.77796235523712,Yes
Control,Medium Value,190.07333271878562,215.22872203152338,67.52197356012145,67.93948089656081,No
Control,Medium Value,240.63650222383248,284.27143533680464,72.40623471782982,85.82552256227265,No
Control,Medium Value,179.66270323238894,217.66105537377905,56.59808092939561,63.69998440594209,No
Treatment,Low Value,150.84494021261705,236.36668650194147,48.99290057772691,71.50594132176245,No
Treatment,Low Value,168.7199188755605,262.78956716969657,52.78950952513431,62.65131256575936,No
Control,High Value,243.61319786271378,289.122725189927,96.15617876476652,100.0,Yes
Treatment,High Value,280.33389874970726,433.7936140969271,100.0,100.0,No
Control,High Value,229.3110079193688,268.4516561724551,70.24902619495936,100.0,No
Treatment,High Value,209.72845867391393,333.5112075967397,100.0,98.71768723548645,No
Control,Low Value,155.08594609084562,183.3988764354452,62.822108946248775,61.25882496908074,No
Treatment,Low Value,250.77720053914837,384.2874365160282,58.498267500166314,59.210370732618884,Yes
Control,Low Value,104.43044723197423,132.78887158579758,54.28202571528703,49.69598188035345,Yes
Control,Medium Value,213.44117440557946,261.0415404844881,63.20859518615902,84.04875108920544,Yes
Treatment,Medium Value,252.3410431813554,390.93887093448785,71.04450865155783,64.61198674302089,No
Control,High Value,218.99282301041924,257.4740056393241,68.62125326687975,76.16308955653267,Yes
Treatment,Medium Value,187.73278515421714,286.82518715699354,65.51231639196436,61.93324003168872,No
Treatment,Low Value,204.32841602191414,308.7073796358259,55.74751917046959,48.44624345366815,No
Control,High Value,174.5551433675146,212.95859554191617,90.87650887857374,92.11857417920169,Yes
Treatment,High Value,140.73128940494246,231.86000584592293,82.6144870439378,86.94115893697906,No
Treatment,Medium Value,235.59110873247133,368.6274154917637,53.55817013190471,75.3503419270877,No
Treatment,High Value,174.35994135689592,281.80824321818136,82.71223630316959,95.19594191603991,Yes
Treatment,Medium Value,220.3151646841244,347.10138365435523,68.12610913598807,77.78432877799447,Yes
Treatment,Medium Value,202.5172422247359,300.7480971206247,73.66161289314685,86.22995398960785,Yes
